date;n_casualty
2023-04-03;317
2023-04-04;359
2023-04-05;354
2023-04-06;345
2023-04-07;442
2023-04-08;394
2023-04-09;349
2023-04-10;221
2023-04-11;353
2023-04-12;300
2023-04-13;312
2023-04-14;374
2023-04-15;278
2023-04-16;324
2023-04-17;294
2023-04-18;362
2023-04-19;382
2023-04-20;339
2023-04-21;338
2023-04-22;304
2023-04-23;258
2023-04-24;280
2023-04-25;273
2023-04-26;345
2023-04-27;352
2023-04-28;360
2023-04-29;358
2023-04-30;353
2023-05-01;268
2023-05-02;369
2023-05-03;395
2023-05-04;370
2023-05-05;410
2023-05-06;346
2023-05-07;356
2023-05-08;244
2023-05-09;399
2023-05-10;381
2023-05-11;324
2023-05-12;309
2023-05-13;347
2023-05-14;320
2023-05-15;237
2023-05-16;346
2023-05-17;402
2023-05-18;336
2023-05-19;354
2023-05-20;297
2023-05-21;328
2023-05-22;281
2023-05-23;360
2023-05-24;378
2023-05-25;330
2023-05-26;435
2023-05-27;466
2023-05-28;417
2023-05-29;289
2023-05-30;401
2023-05-31;459
2023-06-01;443
2023-06-02;471
2023-06-03;499
2023-06-04;428
2023-06-05;406
2023-06-06;458
2023-06-07;458
2023-06-08;338
2023-06-09;524
2023-06-10;429
2023-06-11;326
2023-06-12;349
2023-06-13;404
2023-06-14;452
2023-06-15;415
2023-06-16;477
2023-06-17;424
2023-06-18;352
2023-06-19;413
2023-06-20;440
2023-06-21;396
2023-06-22;404
2023-06-23;430
2023-06-24;483
2023-06-25;416
2023-06-26;358
2023-06-27;382
2023-06-28;337
2023-06-29;333
2023-06-30;260
2023-07-01;342
2023-07-02;347
2023-07-03;314
2023-07-04;435
2023-07-05;356
2023-07-06;378
2023-07-07;469
2023-07-08;453
2023-07-09;338
2023-07-10;489
2023-07-11;392
2023-07-12;325
2023-07-13;386
2023-07-14;359
2023-07-15;378
2023-07-16;380
2023-07-17;359
2023-07-18;321
2023-07-19;359
2023-07-20;349
2023-07-21;325
2023-07-22;355
2023-07-23;333
2023-07-24;307
2023-07-25;285
2023-07-26;329
2023-07-27;293
2023-07-28;449
2023-07-29;349
2023-07-30;299
2023-07-31;284
2023-08-01;280
2023-08-02;283
2023-08-03;308
2023-08-04;360
2023-08-05;330
2023-08-06;344
2023-08-07;255
2023-08-08;309
2023-08-09;313
2023-08-10;275
2023-08-11;309
2023-08-12;352
2023-08-13;269
2023-08-14;269
2023-08-15;241
2023-08-16;319
2023-08-17;267
2023-08-18;337
2023-08-19;359
2023-08-20;359
2023-08-21;331
2023-08-22;300
2023-08-23;329
2023-08-24;300
2023-08-25;346
2023-08-26;366
2023-08-27;327
2023-08-28;260
2023-08-29;272
2023-08-30;303
2023-08-31;346
2023-09-01;393
2023-09-02;394
2023-09-03;372
2023-09-04;397
2023-09-05;405
2023-09-06;394
2023-09-07;456
2023-09-08;447
2023-09-09;471
2023-09-10;347
2023-09-11;395
2023-09-12;374
2023-09-13;335
2023-09-14;354
2023-09-15;524
2023-09-16;409
2023-09-17;316
2023-09-18;313
2023-09-19;383
2023-09-20;370
2023-09-21;388
2023-09-22;434
2023-09-23;362
2023-09-24;346
2023-09-25;316
2023-09-26;428
2023-09-27;356
2023-09-28;354
2023-09-29;420
2023-09-30;429
2023-10-01;465
2023-10-02;415
2023-10-03;465
2023-10-04;404
2023-10-05;436
2023-10-06;576
2023-10-07;478
2023-10-08;379
2023-10-09;396
2023-10-10;436
2023-10-11;438
2023-10-12;400
2023-10-13;489
2023-10-14;368
2023-10-15;357
2023-10-16;341
2023-10-17;317
2023-10-18;459
2023-10-19;359
2023-10-20;463
2023-10-21;332
2023-10-22;323
2023-10-23;363
2023-10-24;393
2023-10-25;309
2023-10-26;291
2023-10-27;402
2023-10-28;390
2023-10-29;341
2023-10-30;295
2023-10-31;356
2023-11-01;272
2023-11-02;259
2023-11-03;402
2023-11-04;352
2023-11-05;300
2023-11-06;350
2023-11-07;413
2023-11-08;388
2023-11-09;389
2023-11-10;538
2023-11-11;340
2023-11-12;279
2023-11-13;401
2023-11-14;389
2023-11-15;391
2023-11-16;418
2023-11-17;453
2023-11-18;360
2023-11-19;346
2023-11-20;348
2023-11-21;396
2023-11-22;394
2023-11-23;317
2023-11-24;465
2023-11-25;383
2023-11-26;267
2023-11-27;360
2023-11-28;351
2023-11-29;354
2023-11-30;359
2023-12-01;406
2023-12-02;376
2023-12-03;237
2023-12-04;386
2023-12-05;341
2023-12-06;461
2023-12-07;409
2023-12-08;442
2023-12-09;283
2023-12-10;309
2023-12-11;340
2023-12-12;369
2023-12-13;396
2023-12-14;401
2023-12-15;383
2023-12-16;329
2023-12-17;274
2023-12-18;350
2023-12-19;401
2023-12-20;388
2023-12-21;408
2023-12-22;417
2023-12-23;396
2023-12-24;204
2023-12-25;216
2023-12-26;241
2023-12-27;227
2023-12-28;227
2023-12-29;232
2023-12-30;274
2023-12-31;188
